libelle,longueur,position,fin,type,nom,champ,table,an,Typer,cla,z,rg,curseur
CR Contrôle montant base remboursement,1,74,,c,CRMTBASERM,had,rpss_ano,12,,,,,
CR Contrôle taux de remboursement,1,75,,c,CRTXRM,had,rpss_ano,12,,,,,
CR Contrôle Patient beneficiaire de la CMU,1,76,,c,CRPBCMU,had,rpss_ano,12,,,,,
CR Contrôle N°dministratif de sejour de la mêre,1,77,,c,CRNOANOMER,had,rpss_ano,12,,,,,
CR Contrôle Hospitalisation dun nouveau-né auprès de la mêre,1,78,,c,CRHOSPNE,had,rpss_ano,12,,,,,
CR Contrôle Hospitalisation pour prelevement dorgane,1,79,,c,CRHOSPPO,had,rpss_ano,12,,,,,
CR Contrôle Date de l'hospitalisation,1,80,,c,CRDTHOSP,had,rpss_ano,12,,,,,
CR Contrôle Montant total du sejour remboursable pour lMC,1,81,,c,CRMTAMC,had,rpss_ano,12,,,,,
Code grand regime,2,82,,c,CODEGR,had,rpss_ano,12,,,,,
Code justification díexoneration du ticket moderateur,1,84,,c,CDEXTICM,had,rpss_ano,12,,,,,
Code de prise en charge du forfait journalier,1,85,,c,CDPRFOJO,had,rpss_ano,12,,,,,
Nature d'assurance,2,86,,c,NATASS,had,rpss_ano,12,,,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,88,,c,TYPECONT,had,rpss_ano,12,,,,,
Séjour facturable à l'assurance maladie,1,90,,c,FACTAM,had,rpss_ano,12,,,,,
Motif de la non facturation à l'assurance maladie,1,91,,c,MOTNFAC,had,rpss_ano,12,,,,,
Facturation du 18€,1,92,,c,FAC18,had,rpss_ano,12,,,,,
Nombre de venues de la facture,4,93,,i,NBEVEN,had,rpss_ano,12,,,,,
Montant à facturer au titre du ticket moderateur,10,97,,n,MTFACTMO,had,rpss_ano,12,,,,,
Montant à facturer au titre du forfait journalier,10,107,,n,MTFORJOU,had,rpss_ano,12,,,,,
Montant total du sejour rembourse par l'assurance maladie,10,117,,n,MTFACTOT,had,rpss_ano,12,,,,,
Montant lie à la majoration au parcours de soins,4,127,,n,MTMAJPAR,had,rpss_ano,12,,,,,
Montant base remboursement,10,131,,n,MTBASERM,had,rpss_ano,12,,,,,
Taux de remboursement,5,141,,n,TAUXRM,had,rpss_ano,12,,,,,
Patient beneficiaire de la CMU,1,146,,c,PBCMU,had,rpss_ano,12,,,,,
N° administratif de sejour de la mêre,20,147,,c,NOANOMER,had,rpss_ano,12,,,,,
Hospitalisation d un nouveau-né auprès de la mêre,1,167,,c,HOSPNE,had,rpss_ano,12,,,,,
Hospitalisation pour PO,1,168,,c,HOSPPO,had,rpss_ano,12,,,,,
Date de l'hospitalisation,8,169,,c,DTHOSP,had,rpss_ano,12,,,,,
Montant total du sejour remboursable pour l'AMC,10,177,,n,MTRMAMC,had,rpss_ano,12,,,,,
N° Finess de l'établissement,9,1,,c,NOFINESS,had,rapss,13,,,,,
N° de version du RAPSS,3,10,,c,NOVRAPSS,had,rapss,13,,,,,
N° Finess géographique,9,13,,c,NOFINESS_GEO,had,rapss,13,,,,,
N° séjour HAD,5,22,,c,NOSEQSEJ,had,rapss,13,,,,,
Âge en années,3,27,,i,AGEAN,had,rapss,13,,,,,
Âge en jours,3,30,,i,AGEJR,had,rapss,13,,,,,
Sexe,1,33,,c,SEXE,had,rapss,13,,,,,
Code géographique,5,34,,c,CDGEO,had,rapss,13,,,,,
Type de domicile,1,39,,c,TYPDOM,had,rapss,13,,,,,
N° Finess ESMS,9,40,,c,NOFINESS_ESMS,had,rapss,13,,,,,
Durée de séjour,4,49,,i,DUREESEJ,had,rapss,13,,,,,
Mode d'entrée,1,53,,c,MODE_ENTREE,had,rapss,13,,,,,
Provenance,1,54,,c,PROVENANCE,had,rapss,13,,,,,
Mode de sortie,1,55,,c,MODE_SORTIE,had,rapss,13,,,,,
Destination,1,56,,c,DESTINATION,had,rapss,13,,,,,
Mois de sortie du séjour,2,57,,c,MOISSOR_SEJ,had,rapss,13,,,,,
Année de sortie du séjour,4,59,,c,ANSOR_SEJ,had,rapss,13,,,,,
N° de séquence,4,63,,c,NOSEQ,had,rapss,13,,,,,
Nombre de jours depuis le début de la séquence,4,67,,i,NB_JR_DB_SEQ,had,rapss,13,,,,,
Durée de la séquence,4,71,,i,DUREE_SEQ,had,rapss,13,,,,,
Flag Dernière séquence,1,75,,c,DERNIERE_SEQ,had,rapss,13,,,,,
Mois de fin de la séquence,2,76,,c,MOIS_FIN_SEQ,had,rapss,13,,,,,
Année de fin de la séquence,4,78,,c,AN_FIN_SEQ,had,rapss,13,,,,,
Mode de prise en charge principal,2,82,,c,MPP,had,rapss,13,,,,,
Mode de prise en charge associé,2,84,,c,MPA,had,rapss,13,,,,,
Mode de prise en charge associé documentaire 1,2,86,,c,MPCAD1,had,rapss,13,,,,,
Mode de prise en charge associé documentaire 2,2,88,,c,MPCAD2,had,rapss,13,,,,,
Mode de prise en charge associé documentaire 3,2,90,,c,MPCAD3,had,rapss,13,,,,,
Mode de prise en charge associé documentaire 4,2,92,,c,MPCAD4,had,rapss,13,,,,,
Mode de prise en charge associé documentaire 5,2,94,,c,MPCAD5,had,rapss,13,,,,,
Indice de Karnofsky,3,96,,c,IK,had,rapss,13,,,,,
,5,99,,c,FILLER,had,rapss,13,,,,,
Confirmation de codage du RPSS,1,104,,c,CF_CODAGE,had,rapss,13,,,,,
Nombre de diagnostics du MPP,1,105,,i,NBDIAGMPP,had,rapss,13,,,,,
Nombre de diagnostics du MPA,1,106,,i,NBDIAGMPA,had,rapss,13,,,,,
Nombre de diagnostics associés,2,107,,i,NBDA,had,rapss,13,,,,,
Dépendance Habillage,1,109,,c,HABILLAGE,had,rapss,13,,,,,
Dépendance Locomotion,1,110,,c,LOCOMOT,had,rapss,13,,,,,
Dépendance Alimentation,1,111,,c,ALIMENT,had,rapss,13,,,,,
Dépendance Continence,1,112,,c,CONTINENCE,had,rapss,13,,,,,
Dépendance Comportement,1,113,,c,COMPORTEMENT,had,rapss,13,,,,,
Dépendance Relation,1,114,,c,RELATION,had,rapss,13,,,,,
N° de sous-séquence,4,115,,c,NOSOUSSEQ,had,rapss,13,,,,,
Mois de fin de la sous-séquence,2,119,,c,MOIS_FIN_SS_SEQ,had,rapss,13,,,,,
Année de fin de la sous-séquence,4,121,,c,AN_FIN_SS_SEQ,had,rapss,13,,,,,
Nombre de journées depuis le début de la sous-séquence,4,125,,i,NB_JR_DB_SS_SEQ,had,rapss,13,,,,,
Durée de la sous-séquence,4,129,,i,DUREE_SS_SEQ,had,rapss,13,,,,,
Flag Dernière sous-séquence de la séquence,1,133,,c,DER_SS_SEQ,had,rapss,13,,,,,
Flag dernière sous-séquence du séjour,1,134,,c,DER_SS_SEQ_SEJ,had,rapss,13,,,,,
Nombre d'actes du séjour,3,135,,i,NBZA,had,rapss,13,,,,,
,,138,,c,Z,had,rapss,13,,,,,
N° FINESS e-PMSI,9,1,9,c,NOFINESS,had,rapss_ano,13,,,,,
N° FINESS de l'établissement (code géographique),9,10,18,c,NOFINESS_GEO,had,rapss_ano,13,,,,,
N° format,3,19,21,c,NOFORMAT,had,rapss_ano,13,,,,,
N° format VID-HOSP,3,22,24,c,NOFORMHOSP,had,rapss_ano,13,,,,,
Mois de sortie,2,25,26,c,MOISSOR,had,rapss_ano,13,,,,,
Année de sortie,4,27,30,c,ANSOR,had,rapss_ano,13,,,,,
Code retour contrôle « n° immatriculation assuré  »,1,31,31,c,CRSECU,had,rapss_ano,13,,,,,
Code retour contrôle « date de  naissance »,1,32,32,c,CRDNAI,had,rapss_ano,13,,,,,
Code retour contrôle « sexe »,1,33,33,c,CRSEXE,had,rapss_ano,13,,,,,
Code retour contrôle « n° d’identification administratif de séjour »,1,34,34,c,CRNODA,had,rapss_ano,13,,,,,
Code retour « fusion ANO-HOSP et HOSP-PMSI »,1,35,35,c,CRFUSHOSP,had,rapss_ano,13,,,,,
Code retour « fusion ANO-PMSI et fichier PMSI »,1,36,36,c,CRFUSPMSI,had,rapss_ano,13,,,,,
Code retour contrôle « date de référence» (date d’entrée),1,37,37,c,CRDTENT,had,rapss_ano,13,,,,,
Code retour contrôle « Cohérence date naissance »,1,38,38,c,CRCDNAI,had,rapss_ano,13,,,,,
Code retour contrôle « Cohérence sexe »,1,39,39,c,CRCSEXE,had,rapss_ano,13,,,,,
N° anonyme,17,40,56,c,NOANON,had,rapss_ano,13,,,,,
N° de séjour,5,57,61,i,NOSEJ,had,rapss_ano,13,,,,,
N° séquentiel de séjour HAD/Numéro séquentiel d'entrée,5,62,66,c,NOSEQSEJ,had,rapss_ano,13,,,,,
Date d'entrée,8,67,74,c,DTENT,had,rapss_ano,13,,,,,
Date de sortie,8,75,82,c,DTSOR,had,rapss_ano,13,,,,,
Code retour contrôle « code grand régime »,1,83,83,c,CRCODEGR,had,rapss_ano,13,,,,,
Code retour contrôle « code justification d’exonération du ticket modérateur »,1,84,84,c,CREXTICM,had,rapss_ano,13,,,,,
Code retour contrôle « code de prise en charge du forfait journalier »,1,85,85,c,CRPRFOJO,had,rapss_ano,13,,,,,
Code retour contrôle « nature d’assurance »,1,86,86,c,CRNATASS,had,rapss_ano,13,,,,,
Code retour contrôle « type de contrat souscrit auprès d'un organisme complémentaire »,1,87,87,c,CRTYPECO,had,rapss_ano,13,,,,,
Code retour contrôle « séjour facturable à l’assurance maladie »,1,88,88,c,CRFACTAM,had,rapss_ano,13,,,,,
Code retour contrôle « motif de la non facturation à l'assurance maladie »,1,89,89,c,CRMOTNOFACT,had,rapss_ano,13,,,,,
Code retour contrôle « facturation du 18 euro »,1,90,90,c,CRTOP18,had,rapss_ano,13,,,,,
Code retour contrôle « nombre de venues de la facture »,1,91,91,c,CRNBEVEN,had,rapss_ano,13,,,,,
Code retour contrôle « montant à facturer au titre du ticket modérateur»,1,92,92,c,CRTICMOD,had,rapss_ano,13,,,,,
Code retour contrôle « montant à facturer au titre du forfait journalier »,1,93,93,c,CRFORJOU,had,rapss_ano,13,,,,,
Code retour contrôle « montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes »),1,94,94,c,CRFACTOT,had,rapss_ano,13,,,,,
Code retour contrôle « montant lié à la majoration au parcours de soin »,1,95,95,c,CRMAJPAR,had,rapss_ano,13,,,,,
Code retour contrôle « montant base remboursement »,1,96,96,c,CRMTBASE,had,rapss_ano,13,,,,,
Code retour contrôle « taux de remboursement »,1,97,97,c,CRTXRM,had,rapss_ano,13,,,,,
Code retour contrôle « Patient bénéficiaire de la CMU »,1,98,98,c,CRPBCMU,had,rapss_ano,13,,,,,
Filler,3,99,101,c,Filler,had,rapss_ano,13,,,,,
Code retour contrôle « Identifiant anonyme d'hospitalisation »,1,102,102,c,CRDTHOSP,had,rapss_ano,13,,,,,
Code retour contrôle « Montant total du séjour remboursable pour l'AMC »,1,103,103,c,CRRMBAMC,had,rapss_ano,13,,,,,
Code grand régime,2,104,105,c,CODEGR,had,rapss_ano,13,,,,,
Code de prise en charge du forfait journalier,1,107,107,c,CDPRFOJO,had,rapss_ano,13,,,,,
Nature d'assurance,2,108,109,c,NATASS,had,rapss_ano,13,,,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,110,111,c,TYPECONT,had,rapss_ano,13,,,,,
Séjour facturable à l’assurance maladie,1,112,112,c,FACTAM,had,rapss_ano,13,,,,,
Motif de la non facturation à l'assurance maladie,1,113,113,c,MOTNOFACT,had,rapss_ano,13,,,,,
Facturation du 18 euro,1,114,114,c,FACT18E,had,rapss_ano,13,,,,,
Nombre de venues de la facture,4,115,118,i,NBEVEN,had,rapss_ano,13,,,,,
Montant à facturer au titre du ticket modérateur,10,119,128,n,MTFACTMO,had,rapss_ano,13,,,,,
Montant à facturer au titre du forfait journalier,10,129,138,n,MTFORJOU,had,rapss_ano,13,,,,,
Montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes),10,139,148,n,MTFACTOT,had,rapss_ano,13,,,,,
Montant lié à la majoration au parcours de soins,4,149,152,n,MTMALPAR,had,rapss_ano,13,,,,,
Montant base remboursement,10,153,162,n,MTBASERM,had,rapss_ano,13,,,,,
Taux de remboursement,5,163,167,n,TAUXRM,had,rapss_ano,13,,,,,
Patient bénéficiaire de la CMU,1,168,168,c,PATCMU,had,rapss_ano,13,,,,,
Filler,34,169,202,c,Filler2,had,rapss_ano,13,,,,,
Identifiant anonyme d'hospitalisation,8,203,210,c,DTHOSP,had,rapss_ano,13,,,,,
Montant total du séjour remboursable pour l'AMC,10,211,220,n,MTRMBAMC,had,rapss_ano,13,,,,,
N° FINESS e-PMSI,9,1,9,c,NOFINESS,had,rapss_med,13,,,,,
Type de prestation,2,10,11,c,TYPEPREST,had,rapss_med,13,,,,,
Année période,4,12,15,c,ANNEE,had,rapss_med,13,,,,,
N° période (mois),2,16,17,c,MOIS,had,rapss_med,13,,,,,
Numéro séquentiel de séjour d'HAD,5,18,22,c,NOSEQSEJ,had,rapss_med,13,,,,,
Numéro de la séquence dans le séjour,4,23,26,c,NOSEQ,had,rapss_med,13,,,,,
Numéro de sousséquence,4,27,30,c,NOSOUSSEQ,had,rapss_med,13,,,,,
Nombre de séjours impliqués,6,31,36,i,NBSEJ,had,rapss_med,13,,,,,
Code UCD,9,37,45,c,CDUCD,had,rapss_med,13,,,,,
Nombre administré éventuellement fractionnaire,10,46,55,n,NBADM,had,rapss_med,13,,,,,
Prix d'achat multiplié par le nombre administré,10,56,65,n,PRIX,had,rapss_med,13,,,,,
Mois de la date d'administration,2,66,67,c,MOISADMIN,had,rapss_med,13,,,,,
Année de la date d'administration,4,68,71,c,ANADMIN,had,rapss_med,13,,,,,
Délai entre la date d’entrée du séjour et la date de dispensation,4,72,75,i,DELAI,had,rapss_med,13,,,,,
Filler,31,76,106,c,Filler,had,rapss_med,13,,,,,
Signature de version,8,1,,c,SIGNATURE,had,rpss_ano,13,,,,,
Cle dintegrite,8,9,,c,CLE,had,rpss_ano,13,,,,,
N° format VID-HOSP,3,17,,c,FORMAT,had,rpss_ano,13,,,,,
CR Contrôle n° immatriculation assuré,1,20,,c,CRSECU,had,rpss_ano,13,,,,,
CR Contrôle date de naissance,1,21,,c,CRDNAI,had,rpss_ano,13,,,,,
CR Contrôle  sexe,1,22,,c,CRSEXE,had,rpss_ano,13,,,,,
CR Contrôle n° d'identification administratif de séjour,1,23,,c,CRNODA,had,rpss_ano,13,,,,,
N° anonyme,17,24,,c,NOANON,had,rpss_ano,13,,,,,
N° d'identification administratif de séjour,20,41,,c,NODA,had,rpss_ano,13,,,,,
CR Contrôle code grand regime,1,61,,c,CRCODEGR,had,rpss_ano,13,,,,,
CR Contrôle code justification d'exoneration du ticket moderateur,1,62,,c,CREXTICM,had,rpss_ano,13,,,,,
CR Contrôle code de prise en charge du forfait journalier,1,63,,c,CRPRFOJO,had,rpss_ano,13,,,,,
CR Contrôle nature d'assurance,1,64,,c,CRNATASS,had,rpss_ano,13,,,,,
CR Contrôle type de contrat souscritupres d'un organisme complementaire,1,65,,c,CRTYPECONT,had,rpss_ano,13,,,,,
CR Contrôle sejour facturable à l'assurance maladie,1,66,,c,CRFACTAM,had,rpss_ano,13,,,,,
CR Contrôle motif de la non facturation à l'assurance maladie,1,67,,c,CRNFACAM,had,rpss_ano,13,,,,,
CR Contrôle facturation du 18 euro,1,68,,c,CRTOP18,had,rpss_ano,13,,,,,
CR Contrôle nombre de venues de la facture,1,69,,c,CRNBEVEN,had,rpss_ano,13,,,,,
CR Contrôle montant à facturer au titre du ticket moderateur,1,70,,c,CRTICMOD,had,rpss_ano,13,,,,,
CR Contrôle montant à facturer au titre du forfait journalier,1,71,,c,CRFORJOU,had,rpss_ano,13,,,,,
CR Contrôle montant total du sejour rembourse par l'assurance maladie,1,72,,c,CRFACTOT,had,rpss_ano,13,,,,,
CR Contrôle montant lie à la majorationu parcours de soin,1,73,,c,CRMAJPAR,had,rpss_ano,13,,,,,
CR Contrôle montant base remboursement,1,74,,c,CRMTBASERM,had,rpss_ano,13,,,,,
CR Contrôle taux de remboursement,1,75,,c,CRTXRM,had,rpss_ano,13,,,,,
CR Contrôle Patient beneficiaire de la CMU,1,76,,c,CRPBCMU,had,rpss_ano,13,,,,,
CR Contrôle N°dministratif de sejour de la mêre,1,77,,c,CRNOANOMER,had,rpss_ano,13,,,,,
CR Contrôle Hospitalisation dun nouveau-né auprès de la mêre,1,78,,c,CRHOSPNE,had,rpss_ano,13,,,,,
CR Contrôle Hospitalisation pour prelevement dorgane,1,79,,c,CRHOSPPO,had,rpss_ano,13,,,,,
CR Contrôle Date de l'hospitalisation,1,80,,c,CRDTHOSP,had,rpss_ano,13,,,,,
CR Contrôle Montant total du sejour remboursable pour lMC,1,81,,c,CRMTAMC,had,rpss_ano,13,,,,,
Code grand regime,2,82,,c,CODEGR,had,rpss_ano,13,,,,,
Code justification díexoneration du ticket moderateur,1,84,,c,CDEXTICM,had,rpss_ano,13,,,,,
Code de prise en charge du forfait journalier,1,85,,c,CDPRFOJO,had,rpss_ano,13,,,,,
Nature d'assurance,2,86,,c,NATASS,had,rpss_ano,13,,,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,88,,c,TYPECONT,had,rpss_ano,13,,,,,
Séjour facturable à l'assurance maladie,1,90,,c,FACTAM,had,rpss_ano,13,,,,,
Motif de la non facturation à l'assurance maladie,1,91,,c,MOTNFAC,had,rpss_ano,13,,,,,
Facturation du 18€,1,92,,c,FAC18,had,rpss_ano,13,,,,,
Nombre de venues de la facture,4,93,,i,NBEVEN,had,rpss_ano,13,,,,,
Montant à facturer au titre du ticket moderateur,10,97,,n,MTFACTMO,had,rpss_ano,13,,,,,
Montant à facturer au titre du forfait journalier,10,107,,n,MTFORJOU,had,rpss_ano,13,,,,,
Montant total du sejour rembourse par l'assurance maladie,10,117,,n,MTFACTOT,had,rpss_ano,13,,,,,
Montant lie à la majoration au parcours de soins,4,127,,n,MTMAJPAR,had,rpss_ano,13,,,,,
Montant base remboursement,10,131,,n,MTBASERM,had,rpss_ano,13,,,,,
Taux de remboursement,5,141,,n,TAUXRM,had,rpss_ano,13,,,,,
Patient beneficiaire de la CMU,1,146,,c,PBCMU,had,rpss_ano,13,,,,,
N° administratif de sejour de la mêre,20,147,,c,NOANOMER,had,rpss_ano,13,,,,,
Hospitalisation d un nouveau-né auprès de la mêre,1,167,,c,HOSPNE,had,rpss_ano,13,,,,,
Hospitalisation pour PO,1,168,,c,HOSPPO,had,rpss_ano,13,,,,,
Date de l'hospitalisation,8,169,,c,DTHOSP,had,rpss_ano,13,,,,,
Montant total du sejour remboursable pour l'AMC,10,177,,n,MTRMAMC,had,rpss_ano,13,,,,,
N° Finess de l'établissement,9,1,,c,NOFINESS,had,rapss,14,,,,,
N° de version du RAPSS,3,10,,c,NOVRAPSS,had,rapss,14,,,,,
N° Finess géographique,9,13,,c,NOFINESS_GEO,had,rapss,14,,,,,
N° séjour HAD,5,22,,c,NOSEQSEJ,had,rapss,14,,,,,
Âge en années,3,27,,i,AGEAN,had,rapss,14,,,,,
Âge en jours,3,30,,i,AGEJR,had,rapss,14,,,,,
Sexe,1,33,,c,SEXE,had,rapss,14,,,,,
Code géographique,5,34,,c,CDGEO,had,rapss,14,,,,,
Type de domicile,1,39,,c,TYPDOM,had,rapss,14,,,,,
N° Finess ESMS,9,40,,c,NOFINESS_ESMS,had,rapss,14,,,,,
Durée de séjour,4,49,,i,DUREESEJ,had,rapss,14,,,,,
Mode d'entrée,1,53,,c,MODE_ENTREE,had,rapss,14,,,,,
Provenance,1,54,,c,PROVENANCE,had,rapss,14,,,,,
Mode de sortie,1,55,,c,MODE_SORTIE,had,rapss,14,,,,,
Destination,1,56,,c,DESTINATION,had,rapss,14,,,,,
Mois de sortie du séjour,2,57,,c,MOISSOR_SEJ,had,rapss,14,,,,,
Année de sortie du séjour,4,59,,c,ANSOR_SEJ,had,rapss,14,,,,,
N° de séquence,4,63,,c,NOSEQ,had,rapss,14,,,,,
Nombre de jours depuis le début de la séquence,4,67,,i,NB_JR_DB_SEQ,had,rapss,14,,,,,
Durée de la séquence,4,71,,i,DUREE_SEQ,had,rapss,14,,,,,
Flag Dernière séquence,1,75,,c,DERNIERE_SEQ,had,rapss,14,,,,,
Mois de fin de la séquence,2,76,,c,MOIS_FIN_SEQ,had,rapss,14,,,,,
Année de fin de la séquence,4,78,,c,AN_FIN_SEQ,had,rapss,14,,,,,
Mode de prise en charge principal,2,82,,c,MPP,had,rapss,14,,,,,
Mode de prise en charge associé,2,84,,c,MPA,had,rapss,14,,,,,
Mode de prise en charge associé documentaire 1,2,86,,c,MPCAD1,had,rapss,14,,,,,
Mode de prise en charge associé documentaire 2,2,88,,c,MPCAD2,had,rapss,14,,,,,
Mode de prise en charge associé documentaire 3,2,90,,c,MPCAD3,had,rapss,14,,,,,
Mode de prise en charge associé documentaire 4,2,92,,c,MPCAD4,had,rapss,14,,,,,
Mode de prise en charge associé documentaire 5,2,94,,c,MPCAD5,had,rapss,14,,,,,
Indice de Karnofsky,3,96,,c,IK,had,rapss,14,,,,,
,5,99,,c,FILLER,had,rapss,14,,,,,
Confirmation de codage du RPSS,1,104,,c,CF_CODAGE,had,rapss,14,,,,,
Nombre de diagnostics du MPP,1,105,,i,NBDIAGMPP,had,rapss,14,,,,,
Nombre de diagnostics du MPA,1,106,,i,NBDIAGMPA,had,rapss,14,,,,,
Nombre de diagnostics associés,2,107,,i,NBDA,had,rapss,14,,,,,
Dépendance Habillage,1,109,,c,HABILLAGE,had,rapss,14,,,,,
Dépendance Locomotion,1,110,,c,LOCOMOT,had,rapss,14,,,,,
Dépendance Alimentation,1,111,,c,ALIMENT,had,rapss,14,,,,,
Dépendance Continence,1,112,,c,CONTINENCE,had,rapss,14,,,,,
Dépendance Comportement,1,113,,c,COMPORTEMENT,had,rapss,14,,,,,
Dépendance Relation,1,114,,c,RELATION,had,rapss,14,,,,,
N° de sous-séquence,4,115,,c,NOSOUSSEQ,had,rapss,14,,,,,
Mois de fin de la sous-séquence,2,119,,c,MOIS_FIN_SS_SEQ,had,rapss,14,,,,,
Année de fin de la sous-séquence,4,121,,c,AN_FIN_SS_SEQ,had,rapss,14,,,,,
Nombre de journées depuis le début de la sous-séquence,4,125,,i,NB_JR_DB_SS_SEQ,had,rapss,14,,,,,
Durée de la sous-séquence,4,129,,i,DUREE_SS_SEQ,had,rapss,14,,,,,
Flag Dernière sous-séquence de la séquence,1,133,,c,DER_SS_SEQ,had,rapss,14,,,,,
Flag dernière sous-séquence du séjour,1,134,,c,DER_SS_SEQ_SEJ,had,rapss,14,,,,,
Nombre d'actes du séjour,3,135,,i,NBZA,had,rapss,14,,,,,
Diagnostic principal,6,138,,c,DP,had,rapss,14,,,,,
,,144,,c,Z,had,rapss,14,,,,,
N° FINESS e-PMSI,9,1,9,c,NOFINESS,had,rapss_ano,14,,,,,
N° FINESS de l'établissement (code géographique),9,10,18,c,NOFINESS_GEO,had,rapss_ano,14,,,,,
N° format,3,19,21,c,NOFORMAT,had,rapss_ano,14,,,,,
N° format VID-HOSP,3,22,24,c,NOFORMHOSP,had,rapss_ano,14,,,,,
Mois de sortie,2,25,26,c,MOISSOR,had,rapss_ano,14,,,,,
Année de sortie,4,27,30,c,ANSOR,had,rapss_ano,14,,,,,
Code retour contrôle « n° immatriculation assuré  »,1,31,31,c,CRSECU,had,rapss_ano,14,,,,,
Code retour contrôle « date de  naissance »,1,32,32,c,CRDNAI,had,rapss_ano,14,,,,,
Code retour contrôle « sexe »,1,33,33,c,CRSEXE,had,rapss_ano,14,,,,,
Code retour contrôle « n° d’identification administratif de séjour »,1,34,34,c,CRNODA,had,rapss_ano,14,,,,,
Code retour « fusion ANO-HOSP et HOSP-PMSI »,1,35,35,c,CRFUSHOSP,had,rapss_ano,14,,,,,
Code retour « fusion ANO-PMSI et fichier PMSI »,1,36,36,c,CRFUSPMSI,had,rapss_ano,14,,,,,
Code retour contrôle « date de référence» (date d’entrée),1,37,37,c,CRDTENT,had,rapss_ano,14,,,,,
Code retour contrôle « Cohérence date naissance »,1,38,38,c,CRCDNAI,had,rapss_ano,14,,,,,
Code retour contrôle « Cohérence sexe »,1,39,39,c,CRCSEXE,had,rapss_ano,14,,,,,
N° anonyme,17,40,56,c,NOANON,had,rapss_ano,14,,,,,
N° de séjour,5,57,61,i,NOSEJ,had,rapss_ano,14,,,,,
N° séquentiel de séjour HAD/Numéro séquentiel d'entrée,5,62,66,c,NOSEQSEJ,had,rapss_ano,14,,,,,
Date d'entrée,8,67,74,c,DTENT,had,rapss_ano,14,,,,,
Date de sortie,8,75,82,c,DTSOR,had,rapss_ano,14,,,,,
Code retour contrôle « code grand régime »,1,83,83,c,CRCODEGR,had,rapss_ano,14,,,,,
Code retour contrôle « code gestion »,1,84,84,c,CRCDGESTION,had,rapss_ano,14,,,,,
Code retour contrôle « code justification d’exonération du ticket modérateur »,1,85,85,c,CREXTICM,had,rapss_ano,14,,,,,
Code retour contrôle « code de prise en charge du forfait journalier »,1,86,86,c,CRPRFOJO,had,rapss_ano,14,,,,,
Code retour contrôle « nature d’assurance »,1,87,87,c,CRNATASS,had,rapss_ano,14,,,,,
Code retour contrôle « type de contrat souscrit auprès d'un organisme complémentaire »,1,88,88,c,CRTYPECO,had,rapss_ano,14,,,,,
Code retour contrôle « séjour facturable à l’assurance maladie »,1,89,89,c,CRFACTAM,had,rapss_ano,14,,,,,
Code retour contrôle « motif de la non facturation à l'assurance maladie »,1,90,90,c,CRMOTNOFACT,had,rapss_ano,14,,,,,
Code retour contrôle « facturation du 18 euro »,1,91,91,c,CRTOP18,had,rapss_ano,14,,,,,
